0000000000	0-9		00000072		10963000
0000000000	0-9		00000174		14004000
0000000000	0-9		00000183		4655000
0000000000	18-24		00000072		9419000
0000000000	18-24		00000174		1433000
0000000000	18-24		00000183		10012000
0000000000	9-18		00000072		17355000
0000000000	9-18		00000174		8135000
0000000000	9-18		00000183		2580000
0000000001	0-9		00000072		17237000
0000000001	18-24		00000043		2735000
0000000001	18-24		00000151		565000
0000000001	18-24		00000167		5424000
0000000001	9-18		00000043		11408000
0000000001	9-18		00000090		814000
0000000001	9-18		00000151		2992000
0000000001	9-18		00000167		11954000
0000000002	0-9		00000051		7118000
0000000002	0-9		00000068		5127000
0000000002	0-9		00000084		10183000
0000000002	0-9		00000150		4027000
0000000002	0-9		00000177		5854000
0000000002	18-24		00000051		4522000
0000000002	18-24		00000068		6131000
0000000002	18-24		00000084		3519000
0000000002	18-24		00000150		2823000
0000000002	18-24		00000177		4467000
0000000002	9-18		00000051		8929000
0000000002	9-18		00000068		4257000
0000000002	9-18		00000084		6159000
0000000002	9-18		00000150		6867000
0000000002	9-18		00000177		5629000
0000000003	0-9		00000122		11836000
0000000003	0-9		00000141		9642000
0000000003	0-9		00000161		10063000
0000000003	18-24		00000122		8440000
0000000003	18-24		00000141		7871000
0000000003	18-24		00000161		4604000
0000000003	9-18		00000122		8193000
0000000003	9-18		00000141		14847000
0000000003	9-18		00000161		9097000
0000000004	0-9		00000033		12274000
0000000004	0-9		00000187		11108000
0000000004	0-9		00000197		8962000
0000000004	18-24		00000033		6800000
0000000004	18-24		00000187		6906000
0000000004	18-24		00000197		7693000
0000000004	9-18		00000033		15639000
0000000004	9-18		00000187		7565000
0000000004	9-18		00000197		8564000
0000000005	0-9		00000016		4007000
0000000005	0-9		00000031		2753000
0000000005	0-9		00000036		3417000
0000000005	0-9		00000068		2477000
0000000005	0-9		00000077		1829000
0000000005	0-9		00000086		4872000
0000000005	0-9		00000135		6901000
0000000005	0-9		00000174		3445000
0000000005	0-9		00000189		2242000
0000000005	18-24		00000016		3104000
0000000005	18-24		00000031		2286000
0000000005	18-24		00000036		2081000
0000000005	18-24		00000068		2529000
0000000005	18-24		00000077		1018000
0000000005	18-24		00000086		1261000
0000000005	18-24		00000135		4078000
0000000005	18-24		00000174		1507000
0000000005	18-24		00000189		3527000
0000000005	9-18		00000016		2173000
0000000005	9-18		00000031		4176000
0000000005	9-18		00000036		3104000
0000000005	9-18		00000068		3025000
0000000005	9-18		00000077		2620000
0000000005	9-18		00000086		4352000
0000000005	9-18		00000135		2974000
0000000005	9-18		00000174		4444000
0000000005	9-18		00000189		4348000
0000000006	0-9		00000080		32151000
0000000006	18-24		00000080		20596000
0000000006	9-18		00000080		31410000
0000000007	0-9		00000003		2315000
0000000007	0-9		00000092		3642000
0000000007	0-9		00000097		6177000
0000000007	0-9		00000123		1734000
0000000007	0-9		00000129		5875000
0000000007	0-9		00000159		3664000
0000000007	0-9		00000162		3973000
0000000007	0-9		00000186		2013000
0000000007	18-24		00000003		6205000
0000000007	18-24		00000092		1678000
0000000007	18-24		00000097		3882000
0000000007	18-24		00000123		272000
0000000007	18-24		00000129		413000
0000000007	18-24		00000159		409000
0000000007	18-24		00000162		4443000
0000000007	18-24		00000186		3042000
0000000007	9-18		00000003		1143000
0000000007	9-18		00000092		2095000
0000000007	9-18		00000097		5045000
0000000007	9-18		00000123		9748000
0000000007	9-18		00000129		6122000
0000000007	9-18		00000162		5427000
0000000007	9-18		00000186		2300000
0000000008	0-9		00000015		7412000
0000000008	0-9		00000033		2862000
0000000008	0-9		00000053		1148000
0000000008	0-9		00000100		2685000
0000000008	0-9		00000106		1076000
0000000008	0-9		00000147		7540000
0000000008	0-9		00000175		5877000
0000000008	0-9		00000179		3372000
0000000008	18-24		00000015		2190000
0000000008	18-24		00000033		5922000
0000000008	18-24		00000053		3488000
0000000008	18-24		00000100		2286000
0000000008	18-24		00000106		2517000
0000000008	18-24		00000147		307000
0000000008	18-24		00000175		845000
0000000008	18-24		00000179		3739000
0000000008	9-18		00000015		6224000
0000000008	9-18		00000033		3590000
0000000008	9-18		00000053		3857000
0000000008	9-18		00000100		1506000
0000000008	9-18		00000106		4293000
0000000008	9-18		00000147		5572000
0000000008	9-18		00000175		3244000
0000000008	9-18		00000179		3650000
0000000009	0-9		00000009		26674000
0000000009	0-9		00000150		4015000
0000000009	18-24		00000009		11868000
0000000009	18-24		00000150		9122000
0000000009	9-18		00000009		14331000
0000000009	9-18		00000150		12334000
0000000010	0-9		00000013		3008000
0000000010	0-9		00000025		2190000
0000000010	0-9		00000047		8181000
0000000010	18-24		00000013		5059000
0000000010	18-24		00000068		107000
0000000010	18-24		00000173		356000
0000000010	18-24		00000190		6046000
0000000010	9-18		00000068		4046000
0000000010	9-18		00000196		16445000
0000000011	0-9		00000000		3757000
0000000011	0-9		00000011		2847000
0000000011	0-9		00000029		4538000
0000000011	0-9		00000044		4694000
0000000011	0-9		00000056		3912000
0000000011	0-9		00000192		11511000
0000000011	18-24		00000000		2440000
0000000011	18-24		00000011		247000
0000000011	18-24		00000029		5305000
0000000011	18-24		00000044		8248000
0000000011	18-24		00000056		2352000
0000000011	18-24		00000192		259000
0000000011	9-18		00000000		14203000
0000000011	9-18		00000011		4087000
0000000011	9-18		00000029		2347000
0000000011	9-18		00000044		522000
0000000011	9-18		00000056		5859000
0000000011	9-18		00000192		4399000
0000000012	0-9		00000009		8865000
0000000012	0-9		00000017		11205000
0000000012	0-9		00000181		11603000
0000000012	18-24		00000009		7343000
0000000012	18-24		00000017		5138000
0000000012	18-24		00000181		8478000
0000000012	9-18		00000009		8958000
0000000012	9-18		00000017		11481000
0000000012	9-18		00000181		11863000
0000000013	0-9		00000093		16472000
0000000013	0-9		00000116		13030000
0000000013	0-9		00000165		2589000
0000000013	18-24		00000093		9581000
0000000013	18-24		00000116		5649000
0000000013	18-24		00000165		5930000
0000000013	9-18		00000093		12205000
0000000013	9-18		00000116		12445000
0000000013	9-18		00000165		6144000
0000000014	0-9		00000032		12919000
0000000014	0-9		00000071		18996000
0000000014	18-24		00000032		10106000
0000000014	18-24		00000071		10148000
0000000014	9-18		00000032		19695000
0000000014	9-18		00000071		12115000
0000000015	0-9		00000061		6149000
0000000015	0-9		00000114		7793000
0000000015	0-9		00000156		11497000
0000000015	0-9		00000174		5433000
0000000015	18-24		00000061		5576000
0000000015	18-24		00000114		8210000
0000000015	18-24		00000156		2038000
0000000015	18-24		00000174		5093000
0000000015	9-18		00000061		3009000
0000000015	9-18		00000114		10674000
0000000015	9-18		00000156		5886000
0000000015	9-18		00000174		9366000
0000000016	0-9		00000044		32306000
0000000016	18-24		00000044		20501000
0000000016	9-18		00000044		30862000
0000000017	0-9		00000099		7868000
0000000017	0-9		00000101		3881000
0000000018	0-9		00000071		13891000
0000000018	0-9		00000093		14532000
0000000018	18-24		00000071		17137000
0000000018	18-24		00000093		3090000
0000000018	9-18		00000071		14086000
0000000018	9-18		00000093		17767000
0000000019	0-9		00000011		18530000
0000000019	0-9		00000069		13155000
0000000019	18-24		00000011		9307000
0000000019	18-24		00000069		10689000
0000000019	9-18		00000011		16827000
0000000019	9-18		00000069		13699000
0000000020	0-9		00000001		1254000
0000000020	0-9		00000019		6114000
0000000020	0-9		00000115		2110000
0000000020	0-9		00000119		4402000
0000000020	0-9		00000131		5349000
0000000020	0-9		00000132		5317000
0000000020	0-9		00000166		5368000
0000000020	18-24		00000001		2333000
0000000020	18-24		00000019		6981000
0000000020	18-24		00000115		3112000
0000000020	18-24		00000119		3352000
0000000020	18-24		00000131		2016000
0000000020	18-24		00000132		1431000
0000000020	18-24		00000166		1831000
0000000020	9-18		00000001		5741000
0000000020	9-18		00000019		3608000
0000000020	9-18		00000115		5174000
0000000020	9-18		00000119		6787000
0000000020	9-18		00000131		2959000
0000000020	9-18		00000132		2933000
0000000020	9-18		00000166		4897000
0000000021	0-9		00000087		13788000
0000000021	0-9		00000159		16117000
0000000021	18-24		00000087		10760000
0000000021	18-24		00000159		9978000
0000000021	9-18		00000087		14184000
0000000021	9-18		00000159		17345000
0000000022	0-9		00000120		15145000
0000000022	0-9		00000138		15545000
0000000022	18-24		00000120		10167000
0000000022	18-24		00000138		11230000
0000000022	9-18		00000120		15052000
0000000022	9-18		00000138		15662000
0000000023	0-9		00000009		4133000
0000000023	18-24		00000009		6528000
0000000024	0-9		00000009		3108000
0000000024	0-9		00000015		3176000
0000000024	0-9		00000043		3217000
0000000024	0-9		00000054		1632000
0000000024	0-9		00000084		2619000
0000000024	0-9		00000086		3220000
0000000024	0-9		00000138		5408000
0000000024	0-9		00000142		4570000
0000000024	0-9		00000147		4568000
0000000024	18-24		00000009		4311000
0000000024	18-24		00000015		3761000
0000000024	18-24		00000043		1508000
0000000024	18-24		00000054		168000
0000000024	18-24		00000086		170000
0000000024	18-24		00000138		1841000
0000000024	18-24		00000142		4611000
0000000024	18-24		00000147		4739000
0000000024	9-18		00000009		2905000
0000000024	9-18		00000015		4161000
0000000024	9-18		00000043		6676000
0000000024	9-18		00000054		1630000
0000000024	9-18		00000084		4115000
0000000024	9-18		00000086		3890000
0000000024	9-18		00000138		2330000
0000000024	9-18		00000142		2503000
0000000024	9-18		00000147		3495000
0000000025	0-9		00000038		32296000
0000000025	18-24		00000038		20969000
0000000025	9-18		00000038		31363000
0000000026	0-9		00000038		10086000
0000000026	0-9		00000056		3571000
0000000026	0-9		00000058		6935000
0000000026	0-9		00000079		389000
0000000026	0-9		00000169		2319000
0000000026	0-9		00000183		8879000
0000000026	18-24		00000012		2340000
0000000026	18-24		00000038		1672000
0000000026	18-24		00000056		4263000
0000000026	18-24		00000058		540000
0000000026	18-24		00000079		2449000
0000000026	18-24		00000169		5227000
0000000026	18-24		00000183		4091000
0000000026	9-18		00000012		4775000
0000000026	9-18		00000038		1079000
0000000026	9-18		00000056		6753000
0000000026	9-18		00000058		1541000
0000000026	9-18		00000079		362000
0000000026	9-18		00000169		7982000
0000000026	9-18		00000183		5966000
0000000027	0-9		00000075		31810000
0000000027	18-24		00000075		19467000
0000000027	9-18		00000075		29109000
0000000028	0-9		00000018		4246000
0000000028	0-9		00000042		4417000
0000000028	0-9		00000058		2266000
0000000028	0-9		00000064		418000
0000000028	0-9		00000069		4131000
0000000028	0-9		00000071		1331000
0000000028	0-9		00000123		5064000
0000000028	0-9		00000181		9498000
0000000028	18-24		00000042		2569000
0000000028	18-24		00000058		1365000
0000000028	18-24		00000064		4661000
0000000028	18-24		00000069		1544000
0000000028	18-24		00000071		2057000
0000000028	18-24		00000123		5317000
0000000028	18-24		00000181		2817000
0000000028	9-18		00000018		4257000
0000000028	9-18		00000042		3409000
0000000028	9-18		00000058		1566000
0000000028	9-18		00000064		3716000
0000000028	9-18		00000069		5517000
0000000028	9-18		00000071		2063000
0000000028	9-18		00000123		5933000
0000000028	9-18		00000181		3733000
0000000029	0-9		00000002		3668000
0000000029	0-9		00000107		3703000
0000000029	0-9		00000117		8317000
0000000029	0-9		00000123		10336000
0000000029	0-9		00000139		5204000
0000000029	18-24		00000002		3760000
0000000029	18-24		00000107		3509000
0000000029	18-24		00000117		4366000
0000000029	18-24		00000123		6863000
0000000029	18-24		00000139		2778000
0000000029	9-18		00000002		7062000
0000000029	9-18		00000107		3648000
0000000029	9-18		00000117		10643000
0000000029	9-18		00000123		6356000
0000000029	9-18		00000139		3674000
0000000030	0-9		00000021		5430000
0000000030	0-9		00000025		7214000
0000000030	0-9		00000084		5828000
0000000030	0-9		00000096		7730000
0000000030	0-9		00000174		6031000
0000000030	18-24		00000021		3402000
0000000030	18-24		00000025		4797000
0000000030	18-24		00000084		5139000
0000000030	18-24		00000096		3627000
0000000030	18-24		00000174		4043000
0000000030	9-18		00000021		9590000
0000000030	9-18		00000025		5101000
0000000030	9-18		00000084		9564000
0000000030	9-18		00000096		2759000
0000000030	9-18		00000174		4796000
0000000031	0-9		00000015		5006000
0000000031	0-9		00000049		8570000
0000000031	0-9		00000115		4259000
0000000031	0-9		00000153		1061000
0000000031	0-9		00000180		7570000
0000000031	18-24		00000015		5848000
0000000031	18-24		00000049		2569000
0000000031	18-24		00000115		821000
0000000031	18-24		00000180		10558000
0000000031	9-18		00000015		6981000
0000000031	9-18		00000049		4284000
0000000031	9-18		00000115		2684000
0000000031	9-18		00000153		3604000
0000000031	9-18		00000180		6493000
0000000032	0-9		00000021		2101000
0000000032	0-9		00000057		2201000
0000000032	0-9		00000078		5795000
0000000032	0-9		00000089		2406000
0000000032	0-9		00000095		5151000
0000000032	0-9		00000135		6436000
0000000032	0-9		00000165		4244000
0000000032	0-9		00000194		2996000
0000000032	18-24		00000021		1802000
0000000032	18-24		00000057		3301000
0000000032	18-24		00000078		2179000
0000000032	18-24		00000089		6213000
0000000032	18-24		00000095		3660000
0000000032	18-24		00000135		2522000
0000000032	18-24		00000165		208000
0000000032	18-24		00000194		317000
0000000032	9-18		00000021		5613000
0000000032	9-18		00000057		8444000
0000000032	9-18		00000078		1154000
0000000032	9-18		00000089		3889000
0000000032	9-18		00000095		4358000
0000000032	9-18		00000135		3103000
0000000032	9-18		00000165		3569000
0000000032	9-18		00000194		1641000
0000000033	0-9		00000008		1607000
0000000033	0-9		00000022		1081000
0000000033	0-9		00000026		1977000
0000000033	0-9		00000063		2377000
0000000033	0-9		00000076		2395000
0000000033	0-9		00000085		4949000
0000000033	0-9		00000088		2745000
0000000033	0-9		00000098		4235000
0000000033	0-9		00000113		3036000
0000000033	0-9		00000137		3477000
0000000033	0-9		00000147		2082000
0000000033	0-9		00000194		2068000
0000000033	18-24		00000008		2352000
0000000033	18-24		00000022		1043000
0000000033	18-24		00000026		1001000
0000000033	18-24		00000076		1170000
0000000033	18-24		00000085		2464000
0000000033	18-24		00000088		2064000
0000000033	18-24		00000098		1851000
0000000033	18-24		00000113		1047000
0000000033	18-24		00000137		3455000
0000000033	18-24		00000147		1820000
0000000033	18-24		00000194		2190000
0000000033	9-18		00000008		2198000
0000000033	9-18		00000022		1836000
0000000033	9-18		00000026		1713000
0000000033	9-18		00000063		1824000
0000000033	9-18		00000076		1559000
0000000033	9-18		00000085		1332000
0000000033	9-18		00000088		2919000
0000000033	9-18		00000098		5297000
0000000033	9-18		00000113		3242000
0000000033	9-18		00000137		4958000
0000000033	9-18		00000147		1765000
0000000033	9-18		00000194		3510000
0000000034	0-9		00000065		4488000
0000000034	0-9		00000085		7653000
0000000034	0-9		00000098		4736000
0000000034	0-9		00000124		5179000
0000000034	0-9		00000132		4950000
0000000034	0-9		00000146		4671000
0000000034	18-24		00000065		1809000
0000000034	18-24		00000085		4081000
0000000034	18-24		00000098		1175000
0000000034	18-24		00000124		5192000
0000000034	18-24		00000132		6043000
0000000034	18-24		00000146		2841000
0000000034	9-18		00000065		6587000
0000000034	9-18		00000085		6275000
0000000034	9-18		00000098		4165000
0000000034	9-18		00000124		8413000
0000000034	9-18		00000132		2612000
0000000034	9-18		00000146		3842000
0000000035	0-9		00000128		32223000
0000000035	18-24		00000128		20682000
0000000035	9-18		00000128		30870000
0000000036	0-9		00000008		1439000
0000000036	0-9		00000013		459000
0000000036	0-9		00000018		890000
0000000036	0-9		00000023		1068000
0000000036	0-9		00000039		744000
0000000036	0-9		00000048		805000
0000000036	0-9		00000062		2397000
0000000036	0-9		00000063		2086000
0000000036	0-9		00000075		787000
0000000036	0-9		00000081		809000
0000000036	0-9		00000085		1045000
0000000036	0-9		00000087		1189000
0000000036	0-9		00000108		3075000
0000000036	0-9		00000123		2049000
0000000036	0-9		00000145		408000
0000000036	0-9		00000146		2756000
0000000036	0-9		00000154		192000
0000000036	0-9		00000170		365000
0000000036	0-9		00000175		2324000
0000000036	0-9		00000177		1901000
0000000036	0-9		00000188		4803000
0000000036	18-24		00000013		472000
0000000036	18-24		00000039		2029000
0000000036	18-24		00000048		2207000
0000000036	18-24		00000062		874000
0000000036	18-24		00000063		1089000
0000000036	18-24		00000075		1689000
0000000036	18-24		00000085		64000
0000000036	18-24		00000108		3616000
0000000036	18-24		00000123		2071000
0000000036	18-24		00000145		3761000
0000000036	18-24		00000154		1252000
0000000036	18-24		00000175		391000
0000000036	18-24		00000177		67000
0000000036	18-24		00000188		1590000
0000000036	9-18		00000008		1532000
0000000036	9-18		00000023		809000
0000000036	9-18		00000039		1313000
0000000036	9-18		00000062		11482000
0000000036	9-18		00000075		2222000
0000000036	9-18		00000081		524000
0000000036	9-18		00000085		141000
0000000036	9-18		00000087		2855000
0000000036	9-18		00000123		125000
0000000036	9-18		00000145		2112000
0000000036	9-18		00000170		47000
0000000036	9-18		00000175		1526000
0000000036	9-18		00000177		2228000
0000000036	9-18		00000188		2914000
0000000037	0-9		00000060		11962000
0000000037	0-9		00000107		3474000
0000000037	0-9		00000129		5438000
0000000037	0-9		00000191		10938000
0000000037	18-24		00000060		6655000
0000000037	18-24		00000107		2131000
0000000037	18-24		00000129		7892000
0000000037	18-24		00000191		820000
0000000037	9-18		00000060		6004000
0000000037	9-18		00000107		6784000
0000000037	9-18		00000129		9155000
0000000037	9-18		00000191		9546000
0000000038	0-9		00000003		1106000
0000000038	0-9		00000026		1050000
0000000038	0-9		00000034		4810000
0000000038	0-9		00000048		2178000
0000000038	0-9		00000053		1143000
0000000038	0-9		00000076		1655000
0000000038	0-9		00000088		1218000
0000000038	0-9		00000092		3264000
0000000038	0-9		00000100		463000
0000000038	0-9		00000113		2113000
0000000038	0-9		00000116		2252000
0000000038	0-9		00000126		570000
0000000038	0-9		00000129		2315000
0000000038	0-9		00000159		1971000
0000000038	0-9		00000160		636000
0000000038	0-9		00000173		2785000
0000000038	0-9		00000175		1375000
0000000038	18-24		00000003		140000
0000000038	18-24		00000026		1227000
0000000038	18-24		00000034		1650000
0000000038	18-24		00000048		304000
0000000038	18-24		00000053		2847000
0000000038	18-24		00000076		1471000
0000000038	18-24		00000088		265000
0000000038	18-24		00000092		934000
0000000038	18-24		00000100		1309000
0000000038	18-24		00000113		2966000
0000000038	18-24		00000116		1415000
0000000038	18-24		00000126		2751000
0000000038	18-24		00000129		1917000
0000000038	18-24		00000159		609000
0000000038	18-24		00000160		914000
0000000038	18-24		00000175		218000
0000000038	9-18		00000003		2375000
0000000038	9-18		00000026		3586000
0000000038	9-18		00000034		2725000
0000000038	9-18		00000048		4702000
0000000038	9-18		00000053		227000
0000000038	9-18		00000076		3510000
0000000038	9-18		00000088		503000
0000000038	9-18		00000092		470000
0000000038	9-18		00000100		1624000
0000000038	9-18		00000113		112000
0000000038	9-18		00000116		375000
0000000038	9-18		00000126		3459000
0000000038	9-18		00000129		2197000
0000000038	9-18		00000159		579000
0000000038	9-18		00000160		1956000
0000000038	9-18		00000173		1615000
0000000038	9-18		00000175		1873000
0000000039	0-9		00000072		11568000
0000000039	0-9		00000182		19626000
0000000039	18-24		00000072		9915000
0000000039	18-24		00000182		4415000
0000000039	9-18		00000072		11313000
0000000039	9-18		00000182		18643000
0000000040	0-9		00000001		7319000
0000000040	0-9		00000116		5531000
0000000040	0-9		00000134		5947000
0000000040	0-9		00000148		1546000
